,Unnamed: 0,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
0,1,38.170000000000016,0.0,38.170000000000016,2746,24.25000000000068,3.552713678800501e-11,22.24999999999966,18.750000000018478,173,174,17.03,4.75,Truck,Car,,
1,2,38.21999999999997,0.920000000000016,39.13999999999999,2747,24.24999999999926,3.552713678800501e-11,23.0000000000004,18.750000000018478,173,174,17.03,4.75,Truck,Car,,
2,3,38.24000000000001,1.8700000000000043,40.110000000000014,2748,24.25000000000068,3.552713678800501e-11,23.74999999999972,18.749999999982947,173,174,17.03,4.75,Truck,Car,,
3,4,38.26999999999998,2.8100000000000023,41.079999999999984,2749,24.24999999999926,3.552713678800501e-11,23.499999999999943,6.249999999994316,173,174,17.03,4.75,Truck,Car,,
4,5,38.29000000000002,3.769999999999982,42.06,2750,24.50000000000045,6.250000000029843,23.99999999999949,12.499999999988631,173,174,17.03,4.75,Truck,Car,,
5,6,38.30000000000001,4.730000000000018,43.03000000000003,2751,24.25000000000068,6.249999999994316,24.00000000000091,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
6,7,38.29999999999996,5.710000000000036,44.00999999999999,2752,24.499999999999037,6.2499999999587885,24.50000000000045,12.499999999988631,173,174,17.03,4.75,Truck,Car,,
7,8,38.31,6.689999999999998,45.0,2753,24.750000000000227,6.250000000029843,24.499999999999037,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
8,9,38.31,7.670000000000016,45.98000000000002,2754,24.50000000000045,6.249999999994316,24.50000000000045,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
9,10,38.31999999999999,8.650000000000034,46.97000000000003,2755,24.750000000000227,6.249999999994316,24.50000000000045,0.0,173,174,17.03,4.75,Truck,Car,,
10,11,38.33000000000004,9.629999999999995,47.96000000000004,2756,24.750000000000227,0.0,24.499999999999037,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
11,12,38.31,10.610000000000014,48.920000000000016,2757,23.99999999999949,18.750000000018478,24.50000000000045,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
12,13,38.30000000000001,11.579999999999984,49.88,2758,23.99999999999949,0.0,24.24999999999926,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
13,14,38.28000000000003,12.560000000000002,50.84000000000003,2759,24.00000000000091,3.552713678800501e-11,24.50000000000045,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
14,15,38.29000000000002,13.519999999999982,51.81,2760,24.24999999999926,6.2499999999587885,23.99999999999949,12.500000000024158,173,174,17.03,4.75,Truck,Car,,
15,16,38.28000000000003,14.5,52.78000000000003,2761,24.25000000000068,3.552713678800501e-11,24.50000000000045,12.500000000024158,173,174,17.03,4.75,Truck,Car,,
16,17,38.27999999999997,15.470000000000027,53.75,2762,24.24999999999926,3.552713678800501e-11,24.25000000000068,6.249999999994316,173,174,17.03,4.75,Truck,Car,,
17,18,38.28000000000003,16.439999999999998,54.72000000000003,2763,24.25000000000068,3.552713678800501e-11,24.24999999999926,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
18,19,38.27999999999997,17.410000000000025,55.69,2764,24.24999999999926,3.552713678800501e-11,24.25000000000068,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
19,20,38.28000000000003,18.379999999999995,56.660000000000025,2765,24.25000000000068,3.552713678800501e-11,24.24999999999926,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
20,21,38.27999999999997,19.350000000000023,57.63,2766,24.24999999999926,3.552713678800501e-11,24.25000000000068,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
21,22,38.28000000000003,20.319999999999997,58.60000000000002,2767,24.25000000000068,3.552713678800501e-11,24.24999999999926,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
22,23,38.28999999999997,21.28000000000003,59.56999999999999,2768,24.24999999999926,3.552713678800501e-11,24.00000000000091,6.2499999999587885,173,174,17.03,4.75,Truck,Car,,
23,24,38.29000000000002,22.25,60.54000000000002,2769,24.25000000000068,3.552713678800501e-11,24.24999999999926,6.2499999999587885,173,174,17.03,4.75,Truck,Car,,
24,25,38.27999999999997,23.230000000000015,61.50999999999999,2770,24.24999999999926,3.552713678800501e-11,24.50000000000045,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
25,26,38.28000000000003,24.19999999999999,62.48000000000002,2771,24.25000000000068,3.552713678800501e-11,24.24999999999926,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
26,27,38.26999999999998,25.180000000000007,63.44999999999999,2772,24.24999999999926,3.552713678800501e-11,24.50000000000045,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
27,28,38.25,26.160000000000025,64.41000000000003,2773,24.00000000000091,6.2499999999587885,24.50000000000045,0.0,173,174,17.03,4.75,Truck,Car,,
28,29,38.24000000000001,27.139999999999983,65.38,2774,24.24999999999926,6.2499999999587885,24.499999999999037,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
29,30,38.23000000000002,28.120000000000005,66.35000000000002,2775,24.25000000000068,3.552713678800501e-11,24.50000000000045,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
30,31,38.21999999999997,29.100000000000023,67.32,2776,24.24999999999926,3.552713678800501e-11,24.50000000000045,0.0,173,174,17.03,4.75,Truck,Car,,
31,32,38.21000000000004,30.079999999999984,68.29000000000002,2777,24.25000000000068,3.552713678800501e-11,24.499999999999037,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
32,33,38.19999999999999,31.05000000000001,69.25,2778,23.99999999999949,6.250000000029843,24.25000000000068,6.2499999999587885,173,174,17.03,4.75,Truck,Car,,
33,34,38.200000000000045,32.01999999999998,70.22000000000003,2779,24.25000000000068,6.250000000029843,24.24999999999926,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
34,35,38.19999999999999,32.99000000000001,71.19,2780,24.24999999999926,3.552713678800501e-11,24.25000000000068,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
35,36,38.17999999999995,33.96000000000004,72.13999999999999,2781,23.74999999999972,12.499999999988631,24.25000000000068,0.0,173,174,17.03,4.75,Truck,Car,,
36,37,38.160000000000025,34.94,73.10000000000002,2782,24.00000000000091,6.250000000029843,24.499999999999037,6.2499999999587885,173,174,17.03,4.75,Truck,Car,,
37,38,38.15999999999997,35.900000000000034,74.06,2783,23.99999999999949,3.552713678800501e-11,24.00000000000091,12.499999999953104,173,174,17.03,4.75,Truck,Car,,
38,39,38.160000000000025,36.870000000000005,75.03000000000003,2784,24.25000000000068,6.250000000029843,24.24999999999926,6.2499999999587885,173,174,17.03,4.75,Truck,Car,,
39,40,38.15999999999997,37.84000000000003,76.0,2785,24.24999999999926,3.552713678800501e-11,24.25000000000068,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
40,41,38.170000000000016,38.80000000000001,76.97000000000003,2786,24.25000000000068,3.552713678800501e-11,23.99999999999949,6.250000000029843,173,174,17.03,4.75,Truck,Car,,
41,42,38.18000000000001,39.75999999999999,77.94,2787,24.24999999999926,3.552713678800501e-11,23.99999999999949,0.0,173,174,17.03,4.75,Truck,Car,,
42,43,38.18000000000001,40.72000000000003,78.90000000000003,2788,24.00000000000091,6.2499999999587885,24.00000000000091,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
43,44,38.19,41.68000000000001,79.87,2789,24.24999999999926,6.2499999999587885,23.99999999999949,3.552713678800501e-11,173,174,17.03,4.75,Truck,Car,,
