,distance,following_x,front_x,frame,front_speed,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
0,47.75999999999999,0.0,0.0,1242,24.500000000000455,21.999999999999886,62,64,11.93,4.35,Truck,Car,,
1,47.81999999999999,0.9300000000000068,0.9900000000000091,1243,24.750000000000227,23.25000000000017,62,64,11.93,4.35,Truck,Car,,
2,47.85000000000002,1.8899999999999864,1.9800000000000182,1244,24.750000000000227,23.99999999999949,62,64,11.93,4.35,Truck,Car,,
3,47.870000000000005,2.849999999999966,2.9599999999999795,1245,24.499999999999034,23.99999999999949,62,64,11.93,4.35,Truck,Car,,
4,47.889999999999986,3.819999999999993,3.9499999999999886,1246,24.750000000000227,24.250000000000682,62,64,11.93,4.35,Truck,Car,,
5,47.889999999999986,4.810000000000002,4.939999999999998,1247,24.750000000000227,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
6,47.88000000000005,5.7999999999999545,5.920000000000016,1248,24.500000000000455,24.749999999998806,62,64,11.93,4.35,Truck,Car,,
7,47.879999999999995,6.779999999999973,6.899999999999977,1249,24.499999999999034,24.500000000000455,62,64,11.93,4.35,Truck,Car,,
8,47.889999999999986,7.759999999999991,7.889999999999986,1250,24.750000000000227,24.500000000000455,62,64,11.93,4.35,Truck,Car,,
9,47.89999999999998,8.75,8.889999999999986,1251,25.0,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
10,47.90999999999997,9.740000000000009,9.889999999999986,1252,25.0,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
11,47.910000000000025,10.729999999999961,10.879999999999995,1253,24.750000000000227,24.749999999998806,62,64,11.93,4.35,Truck,Car,,
12,47.910000000000025,11.71999999999997,11.870000000000005,1254,24.750000000000227,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
13,47.89999999999998,12.70999999999998,12.849999999999966,1255,24.499999999999034,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
14,47.879999999999995,13.699999999999989,13.819999999999993,1256,24.250000000000682,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
15,47.870000000000005,14.689999999999998,14.800000000000011,1257,24.500000000000455,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
16,47.85999999999996,15.680000000000007,15.779999999999973,1258,24.499999999999034,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
17,47.860000000000014,16.66999999999996,16.769999999999982,1259,24.750000000000227,24.749999999998806,62,64,11.93,4.35,Truck,Car,,
18,47.85000000000002,17.659999999999968,17.75,1260,24.500000000000455,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
19,47.84000000000003,18.659999999999968,18.74000000000001,1261,24.750000000000227,25.0,62,64,11.93,4.35,Truck,Car,,
20,47.83000000000004,19.659999999999968,19.730000000000018,1262,24.750000000000227,25.0,62,64,11.93,4.35,Truck,Car,,
21,47.81999999999999,20.649999999999977,20.70999999999998,1263,24.499999999999034,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
22,47.81,21.649999999999977,21.69999999999999,1264,24.750000000000227,25.0,62,64,11.93,4.35,Truck,Car,,
23,47.81,22.629999999999995,22.680000000000007,1265,24.500000000000455,24.500000000000455,62,64,11.93,4.35,Truck,Car,,
24,47.82000000000005,23.609999999999957,23.670000000000016,1266,24.750000000000227,24.499999999999034,62,64,11.93,4.35,Truck,Car,,
25,47.81999999999999,24.599999999999966,24.659999999999968,1267,24.749999999998806,24.750000000000227,62,64,11.93,4.35,Truck,Car,,
