,distance,following_x,front_x,frame,front_speed,front_a,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,46.68000000000001,0.0,46.68000000000001,6804,23.000000000000398,6.249999999994316,20.749999999999602,340,342,16.67,4.24,Truck,Car,,
2,46.73000000000002,0.8799999999999955,47.610000000000014,6805,23.25000000000017,6.249999999994316,21.999999999999886,340,342,16.67,4.24,Truck,Car,,
3,46.76999999999998,1.7699999999999818,48.539999999999964,6806,23.24999999999875,3.552713678800501e-11,22.24999999999966,340,342,16.67,4.24,Truck,Car,,
4,46.77999999999997,2.670000000000016,49.44999999999999,6807,22.750000000000625,12.499999999953104,22.500000000000853,340,342,16.67,4.24,Truck,Car,,
5,46.77000000000004,3.589999999999975,50.360000000000014,6808,22.750000000000625,0.0,22.999999999998977,340,342,16.67,4.24,Truck,Car,,
6,46.76999999999998,4.5,51.26999999999998,6809,22.749999999999204,3.552713678800501e-11,22.750000000000625,340,342,16.67,4.24,Truck,Car,,
7,46.75,5.430000000000007,52.18000000000001,6810,22.750000000000625,3.552713678800501e-11,23.25000000000017,340,342,16.67,4.24,Truck,Car,,
8,46.74000000000001,6.349999999999966,53.089999999999975,6811,22.749999999999204,3.552713678800501e-11,22.999999999998977,340,342,16.67,4.24,Truck,Car,,
9,46.72000000000003,7.269999999999982,53.99000000000001,6812,22.500000000000853,6.2499999999587885,23.000000000000398,340,342,16.67,4.24,Truck,Car,,
10,46.69999999999999,8.189999999999998,54.889999999999986,6813,22.49999999999943,3.552713678800501e-11,23.000000000000398,340,342,16.67,4.24,Truck,Car,,
11,46.69999999999999,9.110000000000014,55.81,6814,23.000000000000398,12.500000000024158,23.000000000000398,340,342,16.67,4.24,Truck,Car,,
12,46.69999999999999,10.019999999999982,56.71999999999997,6815,22.749999999999204,6.250000000029843,22.749999999999204,340,342,16.67,4.24,Truck,Car,,
13,46.70999999999998,10.930000000000007,57.639999999999986,6816,23.000000000000398,6.250000000029843,22.750000000000625,340,342,16.67,4.24,Truck,Car,,
14,46.72000000000003,11.849999999999966,58.56999999999999,6817,23.25000000000017,6.249999999994316,22.999999999998977,340,342,16.67,4.24,Truck,Car,,
15,46.73000000000002,12.759999999999991,59.49000000000001,6818,23.000000000000398,6.249999999994316,22.750000000000625,340,342,16.67,4.24,Truck,Car,,
16,46.73999999999995,13.670000000000016,60.40999999999997,6819,22.999999999998977,3.552713678800501e-11,22.750000000000625,340,342,16.67,4.24,Truck,Car,,
17,46.75999999999999,14.569999999999993,61.329999999999984,6820,23.000000000000398,3.552713678800501e-11,22.49999999999943,340,342,16.67,4.24,Truck,Car,,
18,46.76999999999998,15.480000000000018,62.25,6821,23.000000000000398,0.0,22.750000000000625,340,342,16.67,4.24,Truck,Car,,
19,46.80000000000001,16.379999999999995,63.18000000000001,6822,23.25000000000017,6.249999999994316,22.49999999999943,340,342,16.67,4.24,Truck,Car,,
