,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,42.829999999999984,0.0,42.829999999999984,9895,22.49999999999943,6.2499999999587885,20.250000000000057,12.499999999988631,427,430,12.03,11.82,Truck,Truck,,
2,42.89000000000004,0.8299999999999841,43.72000000000003,9896,22.25000000000108,6.2499999999587885,20.749999999999602,12.499999999988631,427,430,12.03,11.82,Truck,Truck,,
3,42.93000000000001,1.6899999999999977,44.620000000000005,9897,22.49999999999943,6.2499999999587885,21.50000000000034,18.750000000018474,427,430,12.03,11.82,Truck,Truck,,
4,42.95999999999998,2.5600000000000023,45.51999999999998,9898,22.49999999999943,0.0,21.750000000000114,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
5,42.99000000000001,3.420000000000016,46.410000000000025,9899,22.25000000000108,6.2499999999587885,21.50000000000034,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
6,43.00999999999999,4.310000000000002,47.31999999999999,9900,22.749999999999204,12.499999999953104,22.24999999999966,18.749999999982947,427,430,12.03,11.82,Truck,Truck,,
7,43.01000000000005,5.2099999999999795,48.22000000000003,9901,22.500000000000853,6.2499999999587885,22.49999999999943,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
8,43.01999999999998,6.100000000000023,49.120000000000005,9902,22.49999999999943,3.552713678800501e-11,22.25000000000108,6.2499999999587885,427,430,12.03,11.82,Truck,Truck,,
9,43.01999999999998,7.0,50.01999999999998,9903,22.49999999999943,0.0,22.49999999999943,6.2499999999587885,427,430,12.03,11.82,Truck,Truck,,
10,43.01999999999998,7.900000000000034,50.920000000000016,9904,22.500000000000853,3.552713678800501e-11,22.500000000000853,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
11,43.00999999999999,8.79000000000002,51.80000000000001,9905,21.999999999999886,12.500000000024158,22.24999999999966,6.250000000029843,427,430,12.03,11.82,Truck,Truck,,
12,43.00999999999999,9.680000000000007,52.69,9906,22.24999999999966,6.249999999994316,22.24999999999966,0.0,427,430,12.03,11.82,Truck,Truck,,
13,42.99000000000001,10.579999999999984,53.56999999999999,9907,21.999999999999886,6.249999999994316,22.49999999999943,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
14,42.98999999999995,11.470000000000027,54.45999999999998,9908,22.24999999999966,6.249999999994316,22.25000000000108,6.2499999999587885,427,430,12.03,11.82,Truck,Truck,,
15,43.0,12.360000000000014,55.360000000000014,9909,22.500000000000853,6.250000000029843,22.24999999999966,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
16,43.00999999999999,13.25,56.25999999999999,9910,22.49999999999943,3.552713678800501e-11,22.24999999999966,0.0,427,430,12.03,11.82,Truck,Truck,,
17,43.03000000000003,14.129999999999995,57.160000000000025,9911,22.500000000000853,3.552713678800501e-11,21.999999999999886,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
18,43.04000000000002,15.019999999999982,58.06,9912,22.49999999999943,3.552713678800501e-11,22.24999999999966,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
19,43.049999999999955,15.910000000000025,58.95999999999998,9913,22.49999999999943,0.0,22.25000000000108,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
20,43.06,16.80000000000001,59.860000000000014,9914,22.500000000000853,3.552713678800501e-11,22.24999999999966,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
21,43.06999999999999,17.689999999999998,60.75999999999999,9915,22.49999999999943,3.552713678800501e-11,22.24999999999966,0.0,427,430,12.03,11.82,Truck,Truck,,
22,43.05000000000001,18.600000000000023,61.650000000000034,9916,22.25000000000108,6.2499999999587885,22.750000000000625,12.500000000024158,427,430,12.03,11.82,Truck,Truck,,
23,43.05000000000001,19.5,62.55000000000001,9917,22.49999999999943,6.2499999999587885,22.49999999999943,6.250000000029843,427,430,12.03,11.82,Truck,Truck,,
24,43.039999999999964,20.400000000000034,63.44,9918,22.24999999999966,6.249999999994316,22.500000000000853,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
25,43.02999999999997,21.30000000000001,64.32999999999998,9919,22.24999999999966,0.0,22.49999999999943,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
