,distance,following_x,front_x,frame,front_speed,front_a,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,24.529999999999973,0.0,24.529999999999973,21457,24.499999999999034,6.250000000029843,22.750000000000625,994,996,6.06,4.35,Car,Car,,
2,24.589999999999975,0.9300000000000068,25.519999999999982,21458,24.750000000000227,6.250000000029843,23.25000000000017,994,996,6.06,4.35,Car,Car,,
3,24.620000000000005,1.8899999999999864,26.50999999999999,21459,24.750000000000227,0.0,23.99999999999949,994,996,6.06,4.35,Car,Car,,
4,24.620000000000005,2.8700000000000045,27.49000000000001,21460,24.500000000000455,6.249999999994316,24.500000000000455,994,996,6.06,4.35,Car,Car,,
5,24.610000000000014,3.849999999999966,28.45999999999998,21461,24.24999999999926,6.250000000029843,24.499999999999034,994,996,6.06,4.35,Car,Car,,
6,24.620000000000005,4.829999999999984,29.44999999999999,21462,24.750000000000227,12.500000000024158,24.500000000000455,994,996,6.06,4.35,Car,Car,,
7,24.610000000000014,5.819999999999993,30.430000000000007,21463,24.500000000000455,6.249999999994316,24.750000000000227,994,996,6.06,4.35,Car,Car,,
8,24.599999999999966,6.800000000000011,31.399999999999977,21464,24.24999999999926,6.250000000029843,24.500000000000455,994,996,6.06,4.35,Car,Car,,
9,24.590000000000032,7.789999999999964,32.379999999999995,21465,24.500000000000455,6.250000000029843,24.749999999998806,994,996,6.06,4.35,Car,Car,,
10,24.590000000000032,8.769999999999982,33.360000000000014,21466,24.500000000000455,0.0,24.500000000000455,994,996,6.06,4.35,Car,Car,,
11,24.579999999999984,9.75,34.329999999999984,21467,24.24999999999926,6.250000000029843,24.500000000000455,994,996,6.06,4.35,Car,Car,,
12,24.569999999999993,10.730000000000018,35.30000000000001,21468,24.250000000000682,3.552713678800501e-11,24.500000000000455,994,996,6.06,4.35,Car,Car,,
13,24.560000000000002,11.71999999999997,36.27999999999997,21469,24.499999999999034,6.2499999999587885,24.749999999998806,994,996,6.06,4.35,Car,Car,,
14,24.55000000000001,12.699999999999989,37.25,21470,24.250000000000682,6.2499999999587885,24.500000000000455,994,996,6.06,4.35,Car,Car,,
15,24.539999999999964,13.680000000000007,38.21999999999997,21471,24.24999999999926,3.552713678800501e-11,24.500000000000455,994,996,6.06,4.35,Car,Car,,
16,24.529999999999973,14.670000000000016,39.19999999999999,21472,24.500000000000455,6.250000000029843,24.750000000000227,994,996,6.06,4.35,Car,Car,,
17,24.52000000000004,15.659999999999968,40.18000000000001,21473,24.500000000000455,0.0,24.749999999998806,994,996,6.06,4.35,Car,Car,,
18,24.510000000000048,16.659999999999968,41.170000000000016,21474,24.750000000000227,6.249999999994316,25.0,994,996,6.06,4.35,Car,Car,,
19,24.5,17.649999999999977,42.14999999999998,21475,24.499999999999034,6.250000000029843,24.750000000000227,994,996,6.06,4.35,Car,Car,,
20,24.49000000000001,18.649999999999977,43.139999999999986,21476,24.750000000000227,6.250000000029843,25.0,994,996,6.06,4.35,Car,Car,,
21,24.470000000000027,19.649999999999977,44.120000000000005,21477,24.500000000000455,6.249999999994316,25.0,994,996,6.06,4.35,Car,Car,,
22,24.460000000000036,20.649999999999977,45.110000000000014,21478,24.750000000000227,6.249999999994316,25.0,994,996,6.06,4.35,Car,Car,,
23,24.44999999999999,21.639999999999986,46.089999999999975,21479,24.499999999999034,6.250000000029843,24.750000000000227,994,996,6.06,4.35,Car,Car,,
24,24.430000000000007,22.639999999999986,47.06999999999999,21480,24.500000000000455,3.552713678800501e-11,25.0,994,996,6.06,4.35,Car,Car,,
25,24.420000000000016,23.629999999999995,48.05000000000001,21481,24.500000000000455,0.0,24.750000000000227,994,996,6.06,4.35,Car,Car,,
26,24.409999999999968,24.620000000000005,49.02999999999997,21482,24.499999999999034,3.552713678800501e-11,24.750000000000227,994,996,6.06,4.35,Car,Car,,
27,24.399999999999977,25.610000000000014,50.00999999999999,21483,24.500000000000455,3.552713678800501e-11,24.750000000000227,994,996,6.06,4.35,Car,Car,,
28,24.380000000000052,26.599999999999966,50.98000000000002,21484,24.250000000000682,6.249999999994316,24.749999999998806,994,996,6.06,4.35,Car,Car,,
29,24.370000000000005,27.589999999999975,51.95999999999998,21485,24.499999999999034,6.2499999999587885,24.750000000000227,994,996,6.06,4.35,Car,Car,,
30,24.350000000000023,28.589999999999975,52.94,21486,24.500000000000455,3.552713678800501e-11,25.0,994,996,6.06,4.35,Car,Car,,
31,24.360000000000014,29.569999999999993,53.93000000000001,21487,24.750000000000227,6.249999999994316,24.500000000000455,994,996,6.06,4.35,Car,Car,,
32,24.349999999999966,30.55000000000001,54.89999999999998,21488,24.24999999999926,12.500000000024158,24.500000000000455,994,996,6.06,4.35,Car,Car,,
33,24.360000000000014,31.519999999999982,55.879999999999995,21489,24.500000000000455,6.250000000029843,24.24999999999926,994,996,6.06,4.35,Car,Car,,
34,24.359999999999957,32.49000000000001,56.849999999999966,21490,24.24999999999926,6.250000000029843,24.250000000000682,994,996,6.06,4.35,Car,Car,,
