,distance,following_x,front_x,frame,front_speed,front_a,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,28.160000000000025,0.0,28.160000000000025,19222,23.25000000000017,6.249999999994316,20.749999999999602,910,912,4.55,4.04,Car,Car,,
2,28.25,0.8500000000000227,29.100000000000023,19223,23.499999999999943,6.249999999994316,21.25000000000057,910,912,4.55,4.04,Car,Car,,
3,28.28000000000003,1.7300000000000182,30.010000000000048,19224,22.750000000000625,18.749999999982947,21.999999999999886,910,912,4.55,4.04,Car,Car,,
4,28.33000000000004,2.6200000000000045,30.950000000000045,19225,23.499999999999943,18.749999999982947,22.24999999999966,910,912,4.55,4.04,Car,Car,,
5,28.370000000000005,3.5200000000000387,31.890000000000043,19226,23.499999999999943,0.0,22.500000000000853,910,912,4.55,4.04,Car,Car,,
6,28.399999999999977,4.420000000000016,32.81999999999999,19227,23.24999999999875,6.250000000029843,22.49999999999943,910,912,4.55,4.04,Car,Car,,
7,28.410000000000025,5.319999999999993,33.73000000000002,19228,22.750000000000625,12.499999999953104,22.49999999999943,910,912,4.55,4.04,Car,Car,,
8,28.44999999999999,6.220000000000027,34.670000000000016,19229,23.499999999999943,18.749999999982947,22.500000000000853,910,912,4.55,4.04,Car,Car,,
9,28.49000000000001,7.110000000000014,35.60000000000002,19230,23.25000000000017,6.249999999994316,22.24999999999966,910,912,4.55,4.04,Car,Car,,
10,28.519999999999982,8.010000000000048,36.53000000000003,19231,23.25000000000017,0.0,22.500000000000853,910,912,4.55,4.04,Car,Car,,
11,28.560000000000002,8.910000000000025,37.47000000000003,19232,23.499999999999943,6.249999999994316,22.49999999999943,910,912,4.55,4.04,Car,Car,,
12,28.600000000000023,9.800000000000011,38.400000000000034,19233,23.25000000000017,6.249999999994316,22.24999999999966,910,912,4.55,4.04,Car,Car,,
13,28.640000000000043,10.689999999999998,39.33000000000004,19234,23.25000000000017,0.0,22.24999999999966,910,912,4.55,4.04,Car,Car,,
14,28.680000000000007,11.580000000000041,40.26000000000005,19235,23.25000000000017,0.0,22.25000000000108,910,912,4.55,4.04,Car,Car,,
15,28.730000000000018,12.480000000000018,41.210000000000036,19236,23.749999999999716,12.499999999988631,22.49999999999943,910,912,4.55,4.04,Car,Car,,
16,28.79000000000002,13.360000000000014,42.150000000000034,19237,23.499999999999943,6.249999999994316,21.999999999999886,910,912,4.55,4.04,Car,Car,,
17,28.840000000000032,14.25,43.09000000000003,19238,23.499999999999943,0.0,22.24999999999966,910,912,4.55,4.04,Car,Car,,
18,28.899999999999977,15.140000000000043,44.04000000000002,19239,23.749999999999716,6.249999999994316,22.25000000000108,910,912,4.55,4.04,Car,Car,,
19,28.94999999999999,16.03000000000003,44.98000000000002,19240,23.499999999999943,6.249999999994316,22.24999999999966,910,912,4.55,4.04,Car,Car,,
20,28.99000000000001,16.930000000000007,45.920000000000016,19241,23.499999999999943,0.0,22.49999999999943,910,912,4.55,4.04,Car,Car,,
21,29.029999999999973,17.83000000000004,46.860000000000014,19242,23.499999999999943,0.0,22.500000000000853,910,912,4.55,4.04,Car,Car,,
22,29.079999999999984,18.730000000000018,47.81,19243,23.749999999999716,6.249999999994316,22.49999999999943,910,912,4.55,4.04,Car,Car,,
23,29.120000000000005,19.620000000000005,48.74000000000001,19244,23.25000000000017,12.499999999988631,22.24999999999966,910,912,4.55,4.04,Car,Car,,
24,29.159999999999968,20.52000000000004,49.68000000000001,19245,23.499999999999943,6.249999999994316,22.500000000000853,910,912,4.55,4.04,Car,Car,,
25,29.19999999999999,21.420000000000016,50.620000000000005,19246,23.499999999999943,0.0,22.49999999999943,910,912,4.55,4.04,Car,Car,,
