,distance,following_x,front_x,frame,front_speed,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,33.57000000000005,0.0,33.57000000000005,4789,22.750000000000625,23.99999999999949,227,230,3.94,5.46,Car,Car,,
2,33.48000000000002,0.9900000000000091,34.47000000000003,4790,22.49999999999943,24.750000000000227,227,230,3.94,5.46,Car,Car,,
3,33.39000000000004,2.0,35.39000000000004,4791,23.000000000000398,25.249999999999773,227,230,3.94,5.46,Car,Car,,
4,33.27999999999997,3.0200000000000387,36.30000000000001,4792,22.749999999999204,25.500000000000966,227,230,3.94,5.46,Car,Car,,
5,33.150000000000034,4.060000000000002,37.210000000000036,4793,22.750000000000625,25.99999999999909,227,230,3.94,5.46,Car,Car,,
6,33.0,5.1200000000000045,38.120000000000005,4794,22.749999999999204,26.500000000000057,227,230,3.94,5.46,Car,Car,,
7,32.870000000000005,6.170000000000016,39.04000000000002,4795,23.000000000000398,26.250000000000284,227,230,3.94,5.46,Car,Car,,
8,32.71999999999997,7.220000000000027,39.94,4796,22.49999999999943,26.250000000000284,227,230,3.94,5.46,Car,Car,,
9,32.579999999999984,8.28000000000003,40.860000000000014,4797,23.000000000000398,26.500000000000057,227,230,3.94,5.46,Car,Car,,
10,32.44999999999999,9.330000000000041,41.78000000000003,4798,23.000000000000398,26.250000000000284,227,230,3.94,5.46,Car,Car,,
11,32.33000000000004,10.370000000000005,42.700000000000045,4799,23.000000000000398,25.99999999999909,227,230,3.94,5.46,Car,Car,,
12,32.19,11.430000000000007,43.620000000000005,4800,22.999999999998977,26.500000000000057,227,230,3.94,5.46,Car,Car,,
13,32.06,12.490000000000009,44.55000000000001,4801,23.25000000000017,26.500000000000057,227,230,3.94,5.46,Car,Car,,
14,31.939999999999998,13.54000000000002,45.48000000000002,4802,23.25000000000017,26.250000000000284,227,230,3.94,5.46,Car,Car,,
15,31.829999999999984,14.580000000000041,46.410000000000025,4803,23.25000000000017,26.00000000000051,227,230,3.94,5.46,Car,Car,,
16,31.70999999999998,15.630000000000052,47.34000000000003,4804,23.25000000000017,26.250000000000284,227,230,3.94,5.46,Car,Car,,
17,31.600000000000023,16.670000000000016,48.27000000000004,4805,23.25000000000017,25.99999999999909,227,230,3.94,5.46,Car,Car,,
18,31.470000000000027,17.730000000000018,49.200000000000045,4806,23.25000000000017,26.500000000000057,227,230,3.94,5.46,Car,Car,,
19,31.350000000000023,18.78000000000003,50.13000000000005,4807,23.25000000000017,26.250000000000284,227,230,3.94,5.46,Car,Car,,
20,31.22999999999996,19.83000000000004,51.06,4808,23.24999999999875,26.250000000000284,227,230,3.94,5.46,Car,Car,,
21,31.099999999999966,20.880000000000052,51.98000000000002,4809,23.000000000000398,26.250000000000284,227,230,3.94,5.46,Car,Car,,
22,30.970000000000027,21.939999999999998,52.910000000000025,4810,23.25000000000017,26.499999999998636,227,230,3.94,5.46,Car,Car,,
23,30.840000000000032,23.0,53.84000000000003,4811,23.25000000000017,26.500000000000057,227,230,3.94,5.46,Car,Car,,
24,30.720000000000027,24.05000000000001,54.77000000000004,4812,23.25000000000017,26.250000000000284,227,230,3.94,5.46,Car,Car,,
25,30.590000000000032,25.110000000000014,55.700000000000045,4813,23.25000000000017,26.500000000000057,227,230,3.94,5.46,Car,Car,,
26,30.45999999999998,26.160000000000025,56.620000000000005,4814,22.999999999998977,26.250000000000284,227,230,3.94,5.46,Car,Car,,
27,30.339999999999975,27.210000000000036,57.55000000000001,4815,23.25000000000017,26.250000000000284,227,230,3.94,5.46,Car,Car,,
28,30.22999999999996,28.260000000000048,58.49000000000001,4816,23.499999999999943,26.250000000000284,227,230,3.94,5.46,Car,Car,,
29,30.109999999999957,29.32000000000005,59.43000000000001,4817,23.499999999999943,26.500000000000057,227,230,3.94,5.46,Car,Car,,
30,29.989999999999952,30.380000000000052,60.370000000000005,4818,23.499999999999943,26.500000000000057,227,230,3.94,5.46,Car,Car,,
31,29.879999999999995,31.430000000000007,61.31,4819,23.499999999999943,26.249999999998863,227,230,3.94,5.46,Car,Car,,
32,29.779999999999973,32.47000000000003,62.25,4820,23.499999999999943,26.00000000000051,227,230,3.94,5.46,Car,Car,,
33,29.67999999999995,33.51000000000005,63.19,4821,23.499999999999943,26.00000000000051,227,230,3.94,5.46,Car,Car,,
34,29.58000000000004,34.56,64.14000000000004,4822,23.750000000001137,26.249999999998863,227,230,3.94,5.46,Car,Car,,
35,29.49000000000001,35.59000000000003,65.08000000000004,4823,23.499999999999943,25.75000000000074,227,230,3.94,5.46,Car,Car,,
36,29.389999999999986,36.63000000000005,66.02000000000004,4824,23.499999999999943,26.00000000000051,227,230,3.94,5.46,Car,Car,,
37,29.29000000000002,37.68000000000001,66.97000000000003,4825,23.749999999999716,26.249999999998863,227,230,3.94,5.46,Car,Car,,
38,29.19999999999999,38.72000000000003,67.92000000000002,4826,23.749999999999716,26.00000000000051,227,230,3.94,5.46,Car,Car,,
39,29.099999999999966,39.76000000000005,68.86000000000001,4827,23.499999999999943,26.00000000000051,227,230,3.94,5.46,Car,Car,,
