,distance,following_x,front_x,frame,front_speed,front_a,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,34.06,0.0,34.06,6852,22.500000000000853,12.499999999953104,21.000000000000796,342,343,4.24,12.03,Car,Truck,,
2,34.10999999999996,0.8700000000000045,34.97999999999996,6853,22.999999999998977,12.499999999953104,21.750000000000114,342,343,4.24,12.03,Car,Truck,,
3,34.129999999999995,1.7699999999999818,35.89999999999998,6854,23.000000000000398,3.552713678800501e-11,22.49999999999943,342,343,4.24,12.03,Car,Truck,,
4,34.129999999999995,2.680000000000007,36.81,6855,22.750000000000625,6.249999999994316,22.750000000000625,342,343,4.24,12.03,Car,Truck,,
5,34.129999999999995,3.589999999999975,37.71999999999997,6856,22.749999999999204,3.552713678800501e-11,22.749999999999204,342,343,4.24,12.03,Car,Truck,,
6,34.120000000000005,4.509999999999991,38.629999999999995,6857,22.750000000000625,3.552713678800501e-11,23.000000000000398,342,343,4.24,12.03,Car,Truck,,
7,34.099999999999966,5.430000000000007,39.52999999999997,6858,22.49999999999943,6.250000000029843,23.000000000000398,342,343,4.24,12.03,Car,Truck,,
8,34.06999999999999,6.3700000000000045,40.44,6859,22.750000000000625,6.250000000029843,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
9,34.039999999999964,7.300000000000011,41.339999999999975,6860,22.49999999999943,6.250000000029843,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
10,34.01000000000005,8.229999999999961,42.24000000000001,6861,22.500000000000853,3.552713678800501e-11,23.24999999999875,342,343,4.24,12.03,Car,Truck,,
11,33.97000000000003,9.169999999999959,43.139999999999986,6862,22.49999999999943,3.552713678800501e-11,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
12,33.92999999999995,10.110000000000014,44.039999999999964,6863,22.49999999999943,0.0,23.500000000001364,342,343,4.24,12.03,Car,Truck,,
13,33.889999999999986,11.050000000000011,44.94,6864,22.500000000000853,3.552713678800501e-11,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
14,33.839999999999975,12.009999999999991,45.849999999999966,6865,22.749999999999204,6.2499999999587885,23.99999999999949,342,343,4.24,12.03,Car,Truck,,
15,33.80000000000001,12.949999999999989,46.75,6866,22.500000000000853,6.2499999999587885,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
16,33.76999999999998,13.879999999999995,47.64999999999998,6867,22.49999999999943,3.552713678800501e-11,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
17,33.75,14.800000000000011,48.55000000000001,6868,22.500000000000853,3.552713678800501e-11,23.000000000000398,342,343,4.24,12.03,Car,Truck,,
18,33.70999999999998,15.740000000000009,49.44999999999999,6869,22.49999999999943,3.552713678800501e-11,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
19,33.68000000000001,16.66999999999996,50.349999999999966,6870,22.49999999999943,0.0,23.24999999999875,342,343,4.24,12.03,Car,Truck,,
20,33.64999999999998,17.610000000000014,51.25999999999999,6871,22.750000000000625,6.250000000029843,23.500000000001364,342,343,4.24,12.03,Car,Truck,,
21,33.60999999999996,18.55000000000001,52.15999999999997,6872,22.49999999999943,6.250000000029843,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
22,33.59000000000003,19.47999999999996,53.06999999999999,6873,22.750000000000625,6.250000000029843,23.24999999999875,342,343,4.24,12.03,Car,Truck,,
23,33.56,20.41999999999996,53.97999999999996,6874,22.749999999999204,3.552713678800501e-11,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
24,33.54000000000002,21.349999999999966,54.889999999999986,6875,22.750000000000625,3.552713678800501e-11,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
25,33.5,22.289999999999964,55.789999999999964,6876,22.49999999999943,6.250000000029843,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
26,33.48000000000002,23.21999999999997,56.69999999999999,6877,22.750000000000625,6.250000000029843,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
27,33.44999999999999,24.149999999999977,57.599999999999966,6878,22.49999999999943,6.250000000029843,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
28,33.410000000000025,25.089999999999975,58.5,6879,22.500000000000853,3.552713678800501e-11,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
29,33.389999999999986,26.019999999999982,59.40999999999997,6880,22.749999999999204,6.2499999999587885,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
30,33.35000000000002,26.95999999999998,60.31,6881,22.500000000000853,6.2499999999587885,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
31,33.30000000000001,27.899999999999977,61.19999999999999,6882,22.24999999999966,6.250000000029843,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
32,33.25,28.849999999999966,62.099999999999966,6883,22.49999999999943,6.249999999994316,23.749999999999716,342,343,4.24,12.03,Car,Truck,,
33,33.200000000000045,29.789999999999964,62.99000000000001,6884,22.25000000000108,6.2499999999587885,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
34,33.160000000000025,30.72999999999996,63.889999999999986,6885,22.49999999999943,6.2499999999587885,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
35,33.110000000000014,31.66999999999996,64.77999999999997,6886,22.24999999999966,6.249999999994316,23.499999999999943,342,343,4.24,12.03,Car,Truck,,
36,33.06999999999999,32.610000000000014,65.68,6887,22.500000000000853,6.250000000029843,23.500000000001364,342,343,4.24,12.03,Car,Truck,,
37,33.03000000000003,33.539999999999964,66.57,6888,22.24999999999966,6.250000000029843,23.24999999999875,342,343,4.24,12.03,Car,Truck,,
38,33.0,34.46999999999997,67.46999999999997,6889,22.49999999999943,6.249999999994316,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
39,32.94999999999999,35.39999999999998,68.34999999999997,6890,21.999999999999886,12.499999999988631,23.25000000000017,342,343,4.24,12.03,Car,Truck,,
