,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,37.88000000000005,0.0,37.88000000000005,17645,23.750000000001137,6.250000000029843,22.49999999999943,6.2499999999587885,800,801,11.82,4.85,Truck,Car,,
2,37.93000000000001,0.8900000000000432,38.82000000000005,17646,23.499999999999943,6.250000000029843,22.25000000000108,6.2499999999587885,800,801,11.82,4.85,Truck,Car,,
3,37.960000000000036,1.8000000000000114,39.76000000000005,17647,23.499999999999943,0.0,22.749999999999204,12.499999999953104,800,801,11.82,4.85,Truck,Car,,
4,37.97000000000003,2.740000000000009,40.710000000000036,17648,23.749999999999716,6.249999999994316,23.499999999999943,18.750000000018474,800,801,11.82,4.85,Truck,Car,,
5,37.95999999999998,3.6900000000000546,41.650000000000034,17649,23.499999999999943,6.249999999994316,23.750000000001137,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
6,37.98000000000002,4.6200000000000045,42.60000000000002,17650,23.749999999999716,6.249999999994316,23.24999999999875,12.500000000059686,800,801,11.82,4.85,Truck,Car,,
7,37.97999999999996,5.57000000000005,43.55000000000001,17651,23.749999999999716,0.0,23.750000000001137,12.500000000059686,800,801,11.82,4.85,Truck,Car,,
8,37.94,6.560000000000002,44.5,17652,23.749999999999716,0.0,24.749999999998806,24.999999999941735,800,801,11.82,4.85,Truck,Car,,
9,37.920000000000016,7.5400000000000205,45.460000000000036,17653,24.00000000000091,6.250000000029843,24.500000000000455,6.2499999999587885,800,801,11.82,4.85,Truck,Car,,
10,37.900000000000034,8.5,46.400000000000034,17654,23.499999999999943,12.500000000024158,23.99999999999949,12.500000000024158,800,801,11.82,4.85,Truck,Car,,
11,37.85000000000002,9.480000000000018,47.33000000000004,17655,23.25000000000017,6.249999999994316,24.500000000000455,12.500000000024158,800,801,11.82,4.85,Truck,Car,,
12,37.839999999999975,10.440000000000055,48.28000000000003,17656,23.749999999999716,12.499999999988631,24.00000000000091,12.499999999988631,800,801,11.82,4.85,Truck,Car,,
13,37.839999999999975,11.390000000000043,49.23000000000002,17657,23.749999999999716,0.0,23.749999999999716,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
14,37.829999999999984,12.350000000000023,50.18000000000001,17658,23.749999999999716,0.0,23.99999999999949,6.249999999994316,800,801,11.82,4.85,Truck,Car,,
15,37.81,13.32000000000005,51.13000000000005,17659,23.750000000001137,3.552713678800501e-11,24.250000000000682,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
16,37.80000000000001,14.28000000000003,52.08000000000004,17660,23.749999999999716,3.552713678800501e-11,23.99999999999949,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
17,37.77999999999997,15.260000000000048,53.04000000000002,17661,23.99999999999949,6.249999999994316,24.500000000000455,12.500000000024158,800,801,11.82,4.85,Truck,Car,,
18,37.75,16.24000000000001,53.99000000000001,17662,23.749999999999716,6.249999999994316,24.499999999999034,3.552713678800501e-11,800,801,11.82,4.85,Truck,Car,,
19,37.73000000000002,17.210000000000036,54.940000000000055,17663,23.750000000001137,3.552713678800501e-11,24.250000000000682,6.2499999999587885,800,801,11.82,4.85,Truck,Car,,
20,37.710000000000036,18.180000000000007,55.89000000000004,17664,23.749999999999716,3.552713678800501e-11,24.24999999999926,3.552713678800501e-11,800,801,11.82,4.85,Truck,Car,,
21,37.68000000000001,19.160000000000025,56.84000000000003,17665,23.749999999999716,0.0,24.500000000000455,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
22,37.629999999999995,20.150000000000034,57.78000000000003,17666,23.499999999999943,6.249999999994316,24.750000000000227,6.249999999994316,800,801,11.82,4.85,Truck,Car,,
23,37.599999999999966,21.130000000000052,58.73000000000002,17667,23.749999999999716,6.249999999994316,24.500000000000455,6.249999999994316,800,801,11.82,4.85,Truck,Car,,
24,37.52999999999997,22.130000000000052,59.660000000000025,17668,23.25000000000017,12.499999999988631,25.0,12.499999999988631,800,801,11.82,4.85,Truck,Car,,
25,37.48000000000002,23.120000000000005,60.60000000000002,17669,23.499999999999943,6.249999999994316,24.749999999998806,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
26,37.44999999999999,24.08000000000004,61.53000000000003,17670,23.25000000000017,6.249999999994316,24.00000000000091,18.74999999994742,800,801,11.82,4.85,Truck,Car,,
27,37.44,25.04000000000002,62.48000000000002,17671,23.749999999999716,12.499999999988631,23.99999999999949,3.552713678800501e-11,800,801,11.82,4.85,Truck,Car,,
28,37.41999999999996,26.010000000000048,63.43000000000001,17672,23.749999999999716,0.0,24.250000000000682,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
29,37.40999999999997,26.960000000000036,64.37,17673,23.499999999999943,6.249999999994316,23.749999999999716,12.500000000024158,800,801,11.82,4.85,Truck,Car,,
30,37.400000000000034,27.920000000000016,65.32000000000005,17674,23.750000000001137,6.250000000029843,23.99999999999949,6.249999999994316,800,801,11.82,4.85,Truck,Car,,
31,37.360000000000014,28.910000000000025,66.27000000000004,17675,23.749999999999716,3.552713678800501e-11,24.750000000000227,18.750000000018474,800,801,11.82,4.85,Truck,Car,,
32,37.339999999999975,29.880000000000052,67.22000000000003,17676,23.749999999999716,0.0,24.250000000000682,12.499999999988631,800,801,11.82,4.85,Truck,Car,,
33,37.329999999999984,30.840000000000032,68.17000000000002,17677,23.749999999999716,0.0,23.99999999999949,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
34,37.31,31.80000000000001,69.11000000000001,17678,23.499999999999943,6.249999999994316,23.99999999999949,0.0,800,801,11.82,4.85,Truck,Car,,
35,37.27999999999997,32.77000000000004,70.05000000000001,17679,23.499999999999943,0.0,24.250000000000682,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
36,37.26999999999998,33.73000000000002,71.0,17680,23.749999999999716,6.249999999994316,23.99999999999949,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
37,37.24000000000001,34.700000000000045,71.94000000000005,17681,23.500000000001364,6.2499999999587885,24.250000000000682,6.250000000029843,800,801,11.82,4.85,Truck,Car,,
38,37.22000000000003,35.670000000000016,72.89000000000004,17682,23.749999999999716,6.2499999999587885,24.24999999999926,3.552713678800501e-11,800,801,11.82,4.85,Truck,Car,,
39,37.20999999999998,36.63000000000005,73.84000000000003,17683,23.749999999999716,0.0,24.00000000000091,6.2499999999587885,800,801,11.82,4.85,Truck,Car,,
