,distance,following_x,front_x,frame,front_speed,following_speed,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
1,45.40999999999997,0.0,45.40999999999997,15732,23.99999999999949,21.999999999999886,744,746,18.9,12.03,Truck,Truck,,
2,45.47000000000003,0.9099999999999682,46.379999999999995,15733,24.250000000000682,22.749999999999204,744,746,18.9,12.03,Truck,Truck,,
3,45.5,1.849999999999966,47.349999999999966,15734,24.24999999999926,23.499999999999943,744,746,18.9,12.03,Truck,Truck,,
4,45.50999999999999,2.819999999999993,48.329999999999984,15735,24.500000000000455,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
5,45.54000000000002,3.769999999999982,49.31,15736,24.500000000000455,23.749999999999716,744,746,18.9,12.03,Truck,Truck,,
6,45.55000000000001,4.739999999999952,50.289999999999964,15737,24.499999999999034,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
7,45.55000000000001,5.7099999999999795,51.25999999999999,15738,24.250000000000682,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
8,45.549999999999955,6.680000000000007,52.22999999999996,15739,24.24999999999926,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
9,45.55000000000001,7.649999999999977,53.19999999999999,15740,24.250000000000682,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
10,45.54000000000002,8.639999999999986,54.18000000000001,15741,24.500000000000455,24.750000000000227,744,746,18.9,12.03,Truck,Truck,,
11,45.539999999999964,9.620000000000005,55.15999999999997,15742,24.499999999999034,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
12,45.54000000000002,10.599999999999966,56.139999999999986,15743,24.500000000000455,24.499999999999034,744,746,18.9,12.03,Truck,Truck,,
13,45.51999999999998,11.589999999999975,57.10999999999996,15744,24.24999999999926,24.750000000000227,744,746,18.9,12.03,Truck,Truck,,
14,45.50999999999999,12.569999999999993,58.079999999999984,15745,24.250000000000682,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
15,45.50999999999999,13.539999999999964,59.049999999999955,15746,24.24999999999926,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
16,45.5,14.519999999999982,60.01999999999998,15747,24.250000000000682,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
17,45.5,15.489999999999952,60.98999999999995,15748,24.24999999999926,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
18,45.49000000000001,16.45999999999998,61.94999999999999,15749,24.00000000000091,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
19,45.46999999999997,17.439999999999998,62.90999999999997,15750,23.99999999999949,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
20,45.460000000000036,18.41999999999996,63.879999999999995,15751,24.250000000000682,24.499999999999034,744,746,18.9,12.03,Truck,Truck,,
21,45.43000000000001,19.409999999999968,64.83999999999997,15752,23.99999999999949,24.750000000000227,744,746,18.9,12.03,Truck,Truck,,
22,45.420000000000016,20.389999999999986,65.81,15753,24.250000000000682,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
23,45.40999999999997,21.370000000000005,66.77999999999997,15754,24.24999999999926,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
24,45.389999999999986,22.349999999999966,67.73999999999995,15755,23.99999999999949,24.499999999999034,744,746,18.9,12.03,Truck,Truck,,
25,45.39999999999998,23.310000000000002,68.70999999999998,15756,24.250000000000682,24.00000000000091,744,746,18.9,12.03,Truck,Truck,,
26,45.400000000000034,24.279999999999973,69.68,15757,24.250000000000682,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
27,45.39999999999998,25.25999999999999,70.65999999999997,15758,24.499999999999034,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
28,45.400000000000034,26.22999999999996,71.63,15759,24.250000000000682,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
29,45.389999999999986,27.20999999999998,72.59999999999997,15760,24.24999999999926,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
30,45.379999999999995,28.19999999999999,73.57999999999998,15761,24.500000000000455,24.750000000000227,744,746,18.9,12.03,Truck,Truck,,
31,45.36999999999995,29.180000000000007,74.54999999999995,15762,24.24999999999926,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
32,45.360000000000014,30.159999999999968,75.51999999999998,15763,24.250000000000682,24.499999999999034,744,746,18.9,12.03,Truck,Truck,,
33,45.360000000000014,31.139999999999986,76.5,15764,24.500000000000455,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
34,45.35000000000002,32.10999999999996,77.45999999999998,15765,23.99999999999949,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
35,45.35000000000002,33.079999999999984,78.43,15766,24.250000000000682,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
36,45.35000000000002,34.049999999999955,79.39999999999998,15767,24.24999999999926,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
37,45.35000000000002,35.01999999999998,80.37,15768,24.250000000000682,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
38,45.329999999999984,36.00999999999999,81.33999999999997,15769,24.24999999999926,24.750000000000227,744,746,18.9,12.03,Truck,Truck,,
39,45.33000000000004,36.97999999999996,82.31,15770,24.250000000000682,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
40,45.31999999999999,37.95999999999998,83.27999999999997,15771,24.24999999999926,24.500000000000455,744,746,18.9,12.03,Truck,Truck,,
41,45.31999999999999,38.93000000000001,84.25,15772,24.250000000000682,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
42,45.31999999999999,39.89999999999998,85.21999999999997,15773,24.24999999999926,24.24999999999926,744,746,18.9,12.03,Truck,Truck,,
43,45.31999999999999,40.870000000000005,86.19,15774,24.250000000000682,24.250000000000682,744,746,18.9,12.03,Truck,Truck,,
