,Unnamed: 0,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,following_id,front_width,following_width,front_class,following_class,front_feature,following_feature
0,1,42.829999999999984,0.0,42.829999999999984,9895,22.49999999999943,6.2499999999587885,20.250000000000057,12.499999999988631,427,430,12.03,11.82,Truck,Truck,,
1,2,42.89000000000004,0.8299999999999841,43.72000000000003,9896,22.25000000000108,6.2499999999587885,20.7499999999996,12.499999999988631,427,430,12.03,11.82,Truck,Truck,,
2,3,42.93000000000001,1.6899999999999975,44.620000000000005,9897,22.49999999999943,6.2499999999587885,21.50000000000034,18.750000000018478,427,430,12.03,11.82,Truck,Truck,,
3,4,42.95999999999998,2.5600000000000023,45.51999999999998,9898,22.49999999999943,0.0,21.750000000000117,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
4,5,42.99000000000001,3.420000000000016,46.410000000000025,9899,22.25000000000108,6.2499999999587885,21.50000000000034,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
5,6,43.00999999999999,4.310000000000002,47.31999999999999,9900,22.749999999999204,12.499999999953104,22.24999999999966,18.749999999982947,427,430,12.03,11.82,Truck,Truck,,
6,7,43.01000000000005,5.20999999999998,48.22000000000003,9901,22.500000000000853,6.2499999999587885,22.49999999999943,6.249999999994316,427,430,12.03,11.82,Truck,Truck,,
7,8,43.01999999999998,6.100000000000023,49.120000000000005,9902,22.49999999999943,3.552713678800501e-11,22.25000000000108,6.2499999999587885,427,430,12.03,11.82,Truck,Truck,,
8,9,43.01999999999998,7.0,50.01999999999998,9903,22.49999999999943,0.0,22.49999999999943,6.2499999999587885,427,430,12.03,11.82,Truck,Truck,,
9,10,43.01999999999998,7.900000000000034,50.920000000000016,9904,22.500000000000853,3.552713678800501e-11,22.500000000000853,3.552713678800501e-11,427,430,12.03,11.82,Truck,Truck,,
10,11,43.00999999999999,8.79000000000002,51.80000000000001,9905,21.999999999999886,12.500000000024158,22.24999999999966,6.250000000029843,427,430,12.03,11.82,Truck,Truck,,
