Unnamed: 0.1,Unnamed: 0,distance,following_x,front_x,frame,front_speed,front_a,following_speed,following_a,front_id,front_width,following_width,front_class,following_class,front_feature,following_feature,driving_style_hmm
197.5,198.5,48.385808080808076,184.63429292929294,233.02010101010103,204.5,23.434974747474747,4.292929292931857,23.281565656565657,4.829545454547556,6.0,16.67,8.59,1.0,1.0,,,0
188.5,189.5,59.483624338624345,178.52706349206352,238.01068783068786,231.5,22.79431216931217,4.199735449737034,23.6494708994709,4.7288359788386805,12.0,12.43,11.93,1.0,1.0,,,0
197.0,198.0,36.81794936708861,185.68686075949367,222.5048101265823,278.0,23.632911392405063,4.493670886078623,23.586708860759494,4.462025316460576,18.0,11.929999999999998,11.72,1.0,1.0,,,0
191.5,192.5,41.00864583333333,187.7110416666667,228.7196875,566.5,24.452473958333332,4.150390625003772,24.70703125,4.394531250005244,24.0,12.03,5.15,1.0,0.0,,,0
193.0,194.0,36.411214470284236,177.18346253229973,213.59467700258398,898.0,23.0264857881137,4.2797157622811675,22.86046511627907,4.538113695094872,34.0,12.53,12.63,1.0,1.0,,,0
198.5,199.5,28.888819095477388,191.33562814070356,220.2244472361809,1250.5,24.290829145728644,4.27135678392312,24.16896984924623,5.354899497491627,60.0,8.29,4.45,1.0,0.0,,,0
191.0,192.0,52.859086161879894,189.80028720626632,242.6593733681462,1537.0,23.283289817232376,4.585509138384406,24.713446475195823,5.2708877284629345,62.0,18.8,5.86,1.0,1.0,,,0
187.0,188.0,47.31877333333333,184.7488533333333,232.06762666666665,1429.0,24.592666666666666,4.183333333337186,24.729333333333333,3.9666666666714554,62.0,11.93,4.35,1.0,0.0,,,0
195.0,196.0,31.22217391304348,193.03624040920715,224.25841432225062,1570.0,24.235933503836318,4.092071611258244,24.565856777493607,4.523657289006002,72.0,10.11,3.94,1.0,0.0,,,0
195.0,196.0,23.739693094629153,195.600358056266,219.3400511508951,1596.0,24.47826086956522,4.363810741691452,24.742966751918157,4.028132992331681,73.0,3.94,3.74,0.0,0.0,,,0
191.0,192.0,73.83093994778068,164.54201044386423,238.3729503916449,2374.0,22.502610966057443,4.552872062667191,21.37728459530026,5.026109660578375,88.0,9.3,7.58,1.0,1.0,,,2
214.0,215.0,29.05491841491842,186.77757575757576,215.83249417249417,2446.0,21.33100233100233,4.8805361305399035,21.560606060606062,5.026223776226224,92.0,7.58,16.88,1.0,1.0,,,2
190.5,191.5,29.501884816753925,190.81714659685866,220.31903141361258,2165.5,24.890706806282722,3.8448952879596394,24.953534031413614,3.795811518329793,103.0,8.08,4.85,1.0,0.0,,,2
196.5,197.5,46.18786802030457,179.53357868020302,225.7214467005076,2578.5,22.68718274111675,4.647842639597614,22.656725888324875,5.0285532994974265,120.0,12.23,16.78,1.0,1.0,,,2
210.5,211.5,34.96054502369668,189.82914691943125,224.78969194312796,2622.5,22.569312796208532,5.154028436023179,22.466824644549764,4.102488151663534,122.0,16.78,11.93,1.0,1.0,,,1
190.0,191.0,77.48018372703412,163.4507349081365,240.93091863517063,2676.0,22.381233595800524,4.0026246719205885,21.4002624671916,3.8549868766454924,123.0,11.93,8.19,1.0,1.0,,,2
194.5,195.5,50.663384615384615,183.93161538461538,234.595,3017.5,23.837179487179487,4.02243589744129,23.56923076923077,4.118589743593126,143.0,11.93,3.5399999999999996,1.0,0.0,,,2
200.0,201.0,39.16286783042394,177.04705735660846,216.2099251870324,3847.0,23.08354114713217,4.613466334168286,22.15773067331671,4.7693266832954615,144.0,12.03,16.98,1.0,1.0,,,2
205.0,206.0,37.040973236009734,189.65068126520683,226.69165450121656,3712.0,23.41180048661801,4.060218978104541,23.177007299270073,4.090632603411368,169.0,16.78,6.37,1.0,0.0,,,1
190.5,191.5,41.21175392670157,186.14342931937176,227.35518324607332,4023.5,24.24541884816754,4.15575916230775,24.329842931937172,5.710078534035486,185.0,10.0,5.5600000000000005,1.0,1.0,,,2
193.0,194.0,54.3609819121447,178.0040826873385,232.3650645994832,4632.0,23.021963824289404,3.97286821705751,23.003229974160206,4.376614987084936,205.0,19.0,14.45,1.0,1.0,,,2
189.0,190.0,29.25981530343008,183.8541424802111,213.11395778364115,4679.0,22.864775725593667,4.3370712401088305,23.984828496042216,4.534960422167104,207.0,16.98,16.27,1.0,1.0,,,2
193.0,194.0,45.27927648578812,178.59144702842377,223.8707235142119,4721.0,23.739664082687337,4.39276485788427,22.926356589147286,4.715762273905323,210.0,16.27,16.73,1.0,1.0,,,2
210.0,211.0,29.299643705463183,197.36479809976248,226.66444180522564,4760.0,22.78562945368171,4.527909738720501,23.212589073634206,4.379453681718475,215.0,16.73,4.55,1.0,0.0,,,1
190.0,191.0,62.9054593175853,180.19333333333336,243.09879265091868,4904.0,23.139107611548557,4.379921259845455,23.753280839895012,4.872047244099161,222.0,19.1,6.059999999999999,1.0,0.0,,,2
196.5,197.5,35.88385786802031,187.053730964467,222.9375888324873,4945.5,23.778553299492387,4.743020304572025,23.810913705583758,4.140228426401974,225.0,6.06,3.94,0.0,0.0,,,2
194.0,195.0,24.08521850899743,195.9178406169666,220.00305912596403,4983.0,23.875321336760926,3.9685089974343737,24.77763496143959,4.787917737791236,227.0,3.9400000000000004,5.46,0.0,0.0,,,2
193.5,194.5,46.22079896907216,174.597087628866,220.81788659793818,5006.5,24.577319587628867,4.7197164948471695,22.838917525773194,4.2364690721684894,230.0,5.46,4.75,0.0,0.0,,,2
190.0,191.0,47.767322834645675,180.1178215223097,227.88514435695535,5162.0,23.458661417322833,3.986220472443503,23.59776902887139,4.199475065620974,232.0,8.08,7.98,1.0,1.0,,,2
195.0,196.0,38.09613810741688,190.77028132992325,228.8664194373401,5279.0,24.135549872122763,3.9801790281381018,24.946291560102303,3.852301790285567,238.0,12.94,4.45,1.0,0.0,,,2
196.0,197.0,41.29964376590331,186.1473027989822,227.4469465648855,5516.0,23.510814249363868,3.769083969468811,23.557888040712466,4.516539440209545,254.0,10.81,3.64,0.0,0.0,,,1
191.5,192.5,51.23067708333334,183.40924479166665,234.639921875,5956.5,23.447916666666668,4.264322916671025,23.815755208333332,4.264322916672965,257.0,16.47,8.59,1.0,1.0,,,2
200.5,201.5,27.12044776119403,194.5644776119403,221.68492537313432,5990.5,23.766169154228855,3.9956467661748327,24.138681592039802,5.45708955224214,259.0,8.59,4.24,1.0,0.0,,,1
189.5,190.5,30.706973684210524,188.96563157894738,219.6726052631579,5607.5,24.376315789473683,5.065789473686846,24.72828947368421,4.3750000000046105,263.0,4.75,4.75,0.0,0.0,,,2
189.5,190.5,45.5645,180.0541315789474,225.61863157894737,6114.5,23.063815789473683,5.312500000003472,23.63026315789474,3.8651315789527696,265.0,14.65,16.67,1.0,1.0,,,2
203.5,204.5,34.06276960784314,192.4441911764706,226.50696078431375,7177.5,23.433823529411764,3.768382352943612,23.552083333333332,5.744485294121523,271.0,16.88,5.76,1.0,0.0,,,1
194.0,195.0,50.60907455012853,177.23886889460155,227.84794344473005,6489.0,22.924164524421595,4.080976863758756,22.720437017994858,4.707583547563343,278.0,17.99,16.73,1.0,1.0,,,2
208.5,209.5,43.61416267942584,187.25184210526317,230.866004784689,6531.5,22.642942583732058,4.739832535889758,22.39712918660287,4.575358851679224,281.0,16.73,3.9400000000000004,1.0,0.0,,,1
208.0,209.0,33.62848920863309,189.0682494004796,222.69673860911269,6280.0,22.27158273381295,4.316546762593921,22.847721822541967,4.67625899280892,295.0,3.84,4.45,0.0,0.0,,,2
199.0,200.0,35.44634085213033,171.7545614035088,207.2009022556391,6315.0,22.917919799498748,4.401629072684352,21.670426065162907,4.3233082706803945,298.0,4.45,16.78,0.0,1.0,,,2
187.0,188.0,48.36938666666667,179.35514666666668,227.7245333333333,8308.0,24.284666666666666,3.7500000000047464,23.89,4.600000000006983,306.0,14.45,9.7,1.0,1.0,,,2
194.0,195.0,41.20046272493573,178.65429305912593,219.8547557840617,7190.0,23.224293059125966,3.9203084832934825,22.931876606683804,5.414524421598461,308.0,14.65,18.8,1.0,1.0,,,2
192.5,193.5,52.83774611398963,172.01248704663212,224.85023316062177,6798.5,23.16386010362694,5.391839378241138,22.39637305699482,4.064119170988686,330.0,9.7,8.29,1.0,1.0,,,2
202.5,203.5,48.23448275862069,184.1044827586207,232.33896551724138,7006.5,22.9057881773399,4.264162561580794,22.76908866995074,4.52586206897048,340.0,16.67,4.24,1.0,0.0,,,1
198.0,199.0,31.564609571788413,182.55607052896724,214.12068010075566,7050.0,22.80037783375315,4.439546599501042,22.969773299748113,4.045969773306158,342.0,4.24,12.03,0.0,1.0,,,2
202.0,203.0,36.05854320987655,183.1986913580247,219.2572345679012,8138.0,22.137037037037036,4.429012345682522,22.54567901234568,4.243827160498131,346.0,8.08,17.08,1.0,1.0,,,2
198.0,199.0,54.43521410579345,176.6439546599496,231.07916876574305,7395.0,22.64168765743073,4.171914357686308,22.317380352644836,5.226700251892246,356.0,18.6,10.31,1.0,1.0,,,1
196.6535532994924,197.6535532994924,45.88790609137055,182.08130710659898,227.96921319796954,8165.6015228426395,22.896256345177665,4.893718274115899,23.0748730964467,4.505076142137564,366.0,9.936713197969544,6.221535532994923,0.5139593908629442,0.5139593908629442,,,2
195.5,196.5,49.68867346938775,178.41566326530614,228.1043367346939,8728.5,22.262117346938776,3.71492346939299,22.783801020408163,4.081632653067856,369.0,8.19,9.4,1.0,1.0,,,2
200.5,201.5,45.70532338308458,176.04176616915422,221.7470895522388,8775.5,22.747512437810947,4.026741293537799,22.16977611940299,4.057835820897808,371.0,9.4,9.6,1.0,1.0,,,2
206.0,207.0,26.396125907990317,182.989200968523,209.38532687651332,8809.0,22.27058111380146,3.9194915254255793,22.218523002421307,3.980024213079172,373.0,9.6,7.679999999999999,1.0,0.0,,,1
204.5,205.5,32.3269756097561,180.16517073170732,212.4921463414634,8854.5,22.288414634146342,3.9939024390278695,21.952439024390245,4.085365853662544,376.0,7.68,16.27,0.0,1.0,,,2
199.5,200.5,49.31955,173.34980000000004,222.66935,8976.5,22.2425,4.406250000004142,21.767500000000005,4.187500000003497,383.0,12.13,16.78,1.0,1.0,,,2
196.0,197.0,58.12801526717558,182.933155216285,241.0611704834606,9123.0,22.484096692111958,4.532442748094907,23.231552162849873,4.150763358782411,390.0,16.88,4.24,1.0,0.0,,,2
193.0,194.0,58.50439276485788,176.97046511627906,235.47485788113696,9307.0,22.968992248062015,4.182816537472269,22.622093023255815,4.780361757108355,396.0,16.67,8.08,1.0,1.0,,,2
208.5,209.5,35.08717703349282,191.6632057416268,226.75038277511962,9247.5,22.04904306220096,5.173444976079362,22.48744019138756,4.620215311010272,403.0,4.95,4.45,0.0,0.0,,,1
200.5,201.5,35.014925373134325,184.02393034825874,219.03885572139305,8462.5,22.947139303482587,3.949004975128925,23.105099502487562,4.0422885572194005,404.0,8.19,9.8,1.0,1.0,,,2
192.0,193.0,35.983506493506496,182.24519480519479,218.2287012987013,8545.0,22.837662337662337,4.448051948054425,23.32792207792208,4.1396103896169825,415.0,18.39,10.41,1.0,0.0,,,1
198.5,199.5,38.16208542713568,184.6422110552764,222.80429648241207,10991.5,23.143844221105528,4.098618090455449,23.252512562814072,4.711055276384922,415.0,16.88,16.67,1.0,1.0,,,2
189.5,190.5,51.42752631578947,175.9972105263158,227.42473684210526,9957.5,22.901315789473685,3.963815789478413,23.1,4.605263157897935,420.0,16.57,19.0,1.0,1.0,,,2
189.0,190.0,59.600712401055404,181.0943535620053,240.6950659630607,8602.0,23.04089709762533,4.172163588395362,23.693931398416886,3.990765171512034,417.0,10.41,4.85,0.0,0.0,,,2
192.0,193.0,44.38451948051948,170.34246753246754,214.72698701298702,10087.0,22.413636363636364,4.204545454549765,22.117532467532467,4.366883116886551,427.0,12.030000000000001,11.82,1.0,1.0,,,1
194.5,195.5,37.421,184.91969230769232,222.3406923076923,10138.5,22.105128205128207,4.278846153848995,23.350641025641025,4.551282051285142,430.0,11.82,5.86,1.0,1.0,,,2
188.5,189.5,51.141349206349204,177.88330687830688,229.02465608465607,11613.5,23.326719576719576,3.968253968257588,23.53505291005291,4.728835978838985,441.0,16.07,15.87,1.0,1.0,,,2
189.5,190.5,55.05178947368421,177.6080263157895,232.65981578947373,11664.5,23.518421052631577,4.506578947370529,23.441447368421052,4.309210526318742,442.0,15.87,9.6,1.0,1.0,,,2
194.0,195.0,18.159125964010283,196.11282776349614,214.2719537275064,10449.0,24.457583547557842,4.9164524421630444,24.87210796915167,4.450514138823297,446.0,2.73,4.75,0.0,0.0,,,2
189.0,190.0,65.14263852242745,176.15562005277044,241.29825857519788,10868.0,23.602242744063325,4.188654353565028,23.29485488126649,4.238126649079166,465.0,19.1,4.95,1.0,1.0,,,2
199.5,200.5,45.4404,177.27419999999998,222.7146,11157.5,22.77375,4.421875000002538,22.0775,4.562500000006686,474.0,16.57,20.62,1.0,1.0,,,2
195.0,196.0,31.081202046035806,181.92611253196932,213.00731457800512,9841.0,23.317135549872123,4.124040920718568,23.34846547314578,4.507672634274144,478.0,15.97,5.36,1.0,0.0,,,1
193.0,194.0,51.608036175710595,182.05692506459948,233.66496124031008,11363.0,24.140826873385013,3.9890180878604053,23.61950904392765,5.361757105944748,480.0,16.98,4.85,1.0,0.0,,,2
190.0,191.0,33.14125984251969,185.54233595800525,218.68359580052496,11080.0,23.66732283464567,4.101049868770805,24.010498687664043,5.134514435700799,480.0,4.35,3.9399999999999995,0.0,0.0,,,2
199.0,200.0,20.619949874686718,194.70639097744362,215.3263408521303,11113.0,23.835839598997495,5.200501253137363,24.208020050125313,4.104010025066414,484.0,3.94,5.46,0.0,0.0,,,2
195.0,196.0,46.096854219948845,180.62547314578003,226.72232736572892,11435.0,23.25383631713555,4.523657289005421,23.198849104859335,5.466751918162682,498.0,9.3,4.65,1.0,0.0,,,1
194.5,195.5,55.43076923076923,174.93671794871796,230.3674871794872,13437.5,22.964102564102564,4.407051282055489,22.456410256410255,4.711538461542489,507.0,15.869999999999997,10.810000000000002,1.0,1.0,,,2
216.5,217.5,30.699976958525344,190.9240322580645,221.62400921658985,11947.5,21.650921658986178,4.665898617514991,21.946428571428577,4.57949308756185,525.0,8.69,4.849999999999999,1.0,0.0,,,1
204.5,205.5,40.50324390243902,180.21751219512197,220.720756097561,10896.5,22.085365853658537,4.176829268296137,21.97926829268293,4.451219512199327,532.0,15.46,16.67,1.0,1.0,,,2
201.0,202.0,29.767816377171215,176.6805210918114,206.4483374689826,10927.0,21.95409429280397,4.357940446653511,21.831265508684865,4.807692307696288,537.0,16.67,16.78,1.0,1.0,,,1
210.0,211.0,44.2632541567696,185.80128266033253,230.06453681710212,10975.0,21.76781472684086,4.988123515442631,22.054631828978625,3.726247030884126,540.0,16.78,5.96,1.0,0.0,,,1
193.0,194.0,46.652041343669254,180.13454780361755,226.78658914728683,13204.0,24.377260981912144,4.699612403104505,23.782299741602067,4.667312661503241,549.0,10.21,5.15,0.0,0.0,,,2
211.5,212.5,40.163160377358494,189.31323113207546,229.47639150943397,12795.5,22.222287735849058,4.451650943400464,22.287735849056602,4.304245283026202,571.0,16.67,4.35,1.0,0.0,,,1
201.0,202.0,39.97059553349876,172.55253101736972,212.5231265508685,12838.0,22.244416873449133,4.342431761792375,21.537220843672458,4.3114143920661006,574.0,4.35,16.78,0.0,1.0,,,2
190.5,191.5,69.28798429319372,166.72939790575919,236.01738219895287,12912.5,21.589005235602095,3.8776178010521787,21.799083769633512,4.008507853405367,577.0,16.78,16.67,1.0,1.0,,,2
212.0,213.0,27.97764705882353,185.34649411764704,213.32414117647056,12948.0,21.800588235294118,3.941176470590262,21.779411764705888,4.000000000004293,581.0,16.67,3.84,1.0,0.0,,,1
204.0,205.0,40.210855745721275,179.5604400977995,219.7712958435208,12996.0,21.776283618581907,3.8508557457251227,21.551955990220048,4.034229828857154,583.0,3.84,9.7,0.0,1.0,,,2
201.5,202.5,32.65621287128713,180.44086633663366,213.09707920792079,16147.5,22.400990099009903,4.378094059410119,22.41398514851485,4.34715346535077,584.0,8.19,19.3,1.0,1.0,,,2
211.0,212.0,45.38278959810875,183.26929078014186,228.6520803782506,13051.0,21.413120567375888,3.826832151305766,21.29373522458629,3.989361702130813,586.0,9.7,8.99,1.0,0.0,,,1
211.5,212.5,38.60827830188679,181.07068396226416,219.67896226415093,13104.5,21.15860849056604,3.9946933962292976,21.180424528301888,4.038915094343637,590.0,8.99,16.07,0.0,1.0,,,2
198.0,199.0,51.88823677581864,183.25181360201512,235.14005037783375,16540.0,23.205919395465994,3.652392947106504,23.173803526448363,4.030226700256412,599.0,16.98,4.14,1.0,0.0,,,1
201.5,202.5,19.02141089108911,185.0830198019802,204.1044306930693,16578.5,23.208539603960396,3.8985148514897787,22.974009900990097,4.084158415846675,600.0,4.14,16.88,0.0,1.0,,,2
202.0,203.0,42.221234567901234,189.82474074074076,232.045975308642,12907.0,23.16296296296296,4.4135802469148215,23.59135802469136,4.1512345679063625,617.0,18.7,4.45,1.0,0.0,,,1
